varname,projectid
ring pattern,1
ringattack,1
ringe,1
ringmovement,1
rings flown through,1
rings!!!!!!,1
rings?,1
ringscore,1
ringspwny,1
riopass values,1
rip,1
ripplekit,1
ripull hp,1
rise?,1
risel,1
riser,1
rises,1
risk,1
risposta corretta,1
risposta1,1
risposta2,1
river speed,1
riverclan,1
rivers crossed,1
rivery,1
rjvhdsjcfkchajkvb;,1
rknob,1
rkos,1
rl animations,1
rl update delay,1
rld,1
rle 1,1
rle2,1
rle3,1
rle4,1
rle5,1
rle6,1
rle7,1
rle8,1
rleg bend,1
rlist,1
rm,1
rmaneuver,1
rmesc,1
rmescolata,1
rn,1
rnd1,1
rnd2,1
rndm,1
rndx,1
rnew,1
rng ,1
rngspecial,1
ro-botai,1
road width,1
road y,1
roadkili,1
roadkill,1
roads crossed,1
roammo,1
roammosecondary,1
roar,1
rob,1
rob gitch,1
robama energy,1
robber health1,1
robber health2,1
robber health3,1
robber stole?,1
robbie08 hp,1
robert,1
robin,1
roblox monster hp,1
robo health,1
robo run hp,1
roborun,1
roboscore,1
robot button clicker,1
robot dead?,1
robot elije,1
robot hp,1
robot life,1
robot wins,1
robot*s,1
robot1,1
robot2,1
robot_moving,1
robotalive,1
robothealth1,1
roboto health,1
robots,1
robots allie's hp,1
robotspeed,1
roc,1
rocets,1
rock ballad,1
rock collection,1
rock equipped?,1
rock guy,1
rock location,1
rock on,1
rock size,1
rock',1
rock-steps,1
rock2,1
rock2(seagull) size,1
rock_x,1
rock_y,1
rocked,1
rockeship,1
rocket 1 mass,1
rocket 1 velocity,1
rocket 2 mass,1
rocket ammo,1
rocket cost,1
rocket fuel,1
rocket health,1
rocket jumps,1
rocket laucher 1 hp:,1
rocket laucher 2 hp:,1
rocket launcher clones,1
rocket loses life,1
rocket momentum,1
rocket mps,1
rocket price,1
rocket punch,1
rocket ship,1
rocket ships,1
rocket type,1
rocket's lives,1
rocket-pen,1
rocket2,1
rocketdestroyed,1
rocketsdestroyed,1
rocketshoot?,1
rockettype,1
rockettypes,1
rocklif,1
rockmovement,1
rocks flown over,1
rocks in,1
rocks2,1
rockspattern,1
rocktouching,1
rodadas,1
rodkine traipsin'?,1
roed,1
rof,1
rofl,1
rok,1
roll 1,1
roll 2,1
roll 3,1
roll 4,1
roll 5,1
roll 6,1
roll damage,1
roll of honour,1
roll's left,1
roll_ball?,1
rollang,1
rollcount,1
rolled!,1
roller,1
roller status,1
rolling?,1
rollon\/off,1
rollrichtung,1
rolls in total,1
rolls made:,1
rollvel,1
romance novels,1
rome,1
romeinen,1
ron weasly,1
ronaldo health,1
ronaldo likes,1
ronde,1
rondes_afgelegd,1
rong,1
ronk,1
ronquidditch,1
ronutrontu,1
rood,1
roof door,1
rookie,1
room #,1
room 9 guy hp,1
room change item,1
room location,1
room num,1
room opened,1
room update i,1
room write i,1
room#,1
"room,",1
room1complete,1
room1enemyhp,1
room2complete,1
room3complete,1
room4complete,1
room5complete,1
room6complete,1
roombgmusicindex,1
roomchange,1
roommatter,1
rooms id,1
rooms passed,1
rooms turns,1
rooms' random encounters,1
rooms_visited,1
roomsseen,1
rooney health,1
roost,1
rope 1 cut?,1
ropetouch,1
roro,1
rory,1
rose's votes,1
rosey,1
rosso,1
rosu,1
rot add,1
rot8ion,1
rot_xy,1
rotaion,1
rotarerange,1
rotataion,1
rotate ani,1
rotate my friend!,1
rotate?,1
rotateanglexy,1
rotateanglexz,1
rotateangleyz,1
rotatecount,1
rotated_3d,1
rotatedblocks,1
rotatelolz,1
rotatenum,1
rotatespeed,1
rotatevelocity,1
rotation (??),1
rotation aim to,1
rotation counter,1
rotation degrees,1
rotation points,1
rotation y,1
rotationdirection,1
rotationleft,1
rotationobj1,1
rotationright,1
rotationspeed,1
rotationupdownoddlol,1
rotaton level x,1
rotators,1
rotaxis,1
rotdir,1
roter w??rfel,1
rotn,1
rotor,1
rotspeed,1
rotstyle,1
rotten,1
rotten eggs eaten today,1
rotten flesh,1
rouge,1
rouge1,1
rouge2,1
round 1 enemies,1
round 2 enemies,1
round 2 score,1
round 3 enemies,1
round bonus,1
round display,1
round ended,1
round no.,1
round ready,1
round#,1
round1,1
round2,1
round3,1
round:,1
round_time,1
roundcollision,1
roundlevel,1
roundnumber,1
roundone,1
rounds left,1
rounds won,1
rounds won 2,1
roundsession,1
roundstatus,1
route,1
route-x,1
route-y,1
rover life,1
row 8,1
row index,1
row length,1
row#,1
row_,1
row_x,1
rowcount,1
rowsdone,1
rowselect,1
roxy,1
rozbitytank,1
rozbudowa,1
roze lijn geraakt,1
rozmer,1
rozmiar gracza,1
rozmiar pisaka,1
rozpadanie,1
rozsah,1
rpb,1
rpc,1
rpgerdead,1
rpgfire,1
rps1,1
rps2,1
rq boss health,1
rqs,1
rracketforce,1
rrsens,1
rs'res i,1
rs-counter,1
rs1 t,1
rscore,1
rsel,1
rshind,1
rsp,1
rspwnspdp1,1
rspwnspdp2,1
rssj,1
rsteps,1
rtime,1
rtv,1
rtvcdvt,1
ru,1
ru-counter,1
rubber,1
rubber duckys,1
rubberball1splosion,1
rubberball2splosion,1
ruchy,1
rudm,1
rue,1
ruirwgtjkndfmb,1
rules for contestant,1
rules for judge,1
rumble helper,1
rumble?,1
run #,1
run cycle,1
run distance,1
run file,1
run in circles 5 times,1
run manic,1
run!,1
run#,1
run-game,1
run_1,1
run_2,1
run_3,1
run_into_kill,1
runcount,1
runda,1
rundy,1
runes,1
runing,1
runing speed,1
runner and goul,1
runner's livez,1
runner_start,1
runnin',1
running animation,1
running total,1
running2,1
runningairscript?,1
runnnig,1
runonce,1
runrotation,1
runrotationwait,1
runspdp1,1
runspdp2,1
runtime,1
runtime vars,1
runtime_num,1
runtrue,1
runvir>}sys,1
runway,1
ruotamento,1
rus,1
rusos,1
rusty e11,1
rusty scare chance,1
rusty toasters,1
rustykey,1
rustykeyworks,1
ruth,1
ruthrobot,1
ruumala,1
rvelx,1
rvely,1
rvtnt,1
rwc,1
rwd,1
rwidth,1
ryby,1
rychlost santy maleho,1
rychlost_santovy_chuze,1
ryder,1
rysyuje?,1
ryto hp,1
s c,1
s fuel,1
s letter,1
s levels beaten,1
s name,1
s name 2,1
s name 3,1
s or n,1
s or r,1
s recharge time,1
s's (states),1
s. data 1,1
s.o.s.,1
s1 ready,1
s1-v00,1
s1-v01,1
s1-v02,1
s10,1
s11,1
s12,1
s13,1
s14,1
s15,1
s16,1
s17,1
s18,1
s19,1
s1_y,1
s1persotas2,1
s2 ready,1
s20,1
s21,1
s22,1
s23,1
s24,1
s2v,1
s2vx,1
s2vy,1
s33 songdata,1
s6,1
s7,1
s8,1
s8d,1
s9,1
s??,1
s??na,1
s??re:,1
s??rga j??t??kos:,1
s??se kreise,1
s@,1
s\/h,1
s_bb,1
s_drone,1
s_nimed,1
s_palgad,1
s_walker,1
sa inceapa jocul,1
sa??l??k,1
sabbia,1
saber color,1
saber_on?,1
sabo-hunter,1
sacardatoslista,1
sack,1
sackers,1
sad and happy,1
sad clouds,1
sad people,1
sad song,1
saddness,1
sadf,1
safe chat,1
safe virus tm,1
safe x,1
safe y,1
safe:,1
safe_i,1
safetoclick,1
saffron,1
safrica,1
safty,1
saidit?,1
sailboat choice,1
sailboat_harbor,1
sair,1
sajt,1
sakk alive,1
sakk health,1
sakk magic,1
sakura s open\/closed,1
sakura's cost,1
sakura's owned,1
salad eaten,1
salad speed,1
salalala,1
salesman,1
salesmanvar,1
salesmanwait,1
salidas de carretera,1
salmoncount,1
salmonjump,1
salt,1
salt power,1
salt spin,1
saltando,1
saltos,1
salty kanye tears,1
salty siamese health,1
salutations,1
salvo alive,1
salvo health,1
salvo hp,1
sam here,1
sam score,1
sam size,1
samantha action,1
same,1
sameness (not even a word xd),1
samerica,1
sammy boy,1
samoas,1
samochodowe punkty,1
samsung,1
samsung sp,1
samsungstocks,1
samuari amount,1
samus,1
samus hp,1
samus y,1
san's costume,1
san's energy,1
sanae's bombs,1
sanae's lives,1
sand level,1
sand_seed,1
sandbag,1
sandbag ready,1
sandcastle,1
sanders,1
sanders clicked,1
sandstone,1
sandviches,1
sandwallsz,1
sandwallx,1
sandwally,1
sandwich,1
sandwing choice,1
sandwing names,1
sangoku,1
sangre,1
sanic atk,1
sanic attacks,1
sanic def,1
sanic points,1
sanic speed,1
sanic speed 1,1
sanic:,1
sanic?,1
sanic_kwoats,1
sanichealth,1
sanity level,1
sanity makeover,1
sanity of crew members,1
sanos,1
sans animation time,1
sans eye,1
sans healthienes,1
sans hp:,1
sans level:,1
sans talking?,1
sans's_attack,1
sans_attack_cc,1
sansgone,1
sansrace,1
sansslam,1
sansx,1
santa,1
saper,1
sapern,1
sapling xs,1
sapling ys,1
saplings,1
sappers destroyed,1
sapplings collected,1
sapwnin',1
sar,1
sarah,1
sarasas,1
sarcosuchus,1
saruman the white,1
saruman the white choice,1
sary oohhhh,1
sasha,1
sasia,1
sassy pnats,1
sasuke attack,1
sasuke s open\/closed,1
sasuke support,1
sasuke's chakra,1
sasuke's health,1
sasuke's owned,1
sasuke's price,1
sasukeissupport?,1
sat1 xv,1
sat1 yv,1
sat2 xv,1
sat2 yv,1
satellite,1
sati,1
satrstage1,1
satz,1
saucer value,1
saus,1
saus's delegates,1
saut?,1
sauter,1
sav,1
savanna,1
savannah flight $,1
savannah smiles,1
save (press 'b' again to hide),1
save as...,1
save check,1
save checkpoint gravity? 1\/0,1
save file storage,1
save function,1
save item,1
save letter,1
save list,1
save room x,1
save room y,1
save string,1
save the princess,1
save x,1
save y,1
save yourself,1
savec2,1
savecomplete,1
saved check,1
saved data,1
saved just how you like it.  ;),1
saved lives,1
saved rain,1
saved run distance,1
saved score,1
saved space,1
saved worldinfo,1
saved xs,1
saved ys,1
savedata,1
savedbosslv,1
savedgame?,1
savedif,1
savednews,1
savedsalmon,1
savei,1
savelist,1
saver,1
savetimer,1
saveupload#,1
saving code,1
saving list,1
saving\/loading?,1
savx,1
savy,1
saw,1
saw health,1
saw size,1
say no,1
say oakfang,1
say these things,1
say thousand,1
say-,1
say?,1
say?? 1,1
say?? 2,1
say??1,1
say??2,1
saya??,1
saycounter,1
sayer,1
saying list,1
saying: i'm stuck in a wall!,1
sayuarv,1
sb hp,1
sb on\/off,1
sb1,1
sb2,1
sbr#,1
sc orre,1
sc-on,1
sc-x,1
sc-y,1
sc1,1
sc2,1
sc3,1
sc4,1
sc5,1
sc\/fx,1
sc_ch,1
sc_plus,1
scale (%),1
scale x,1
scale y,1
scalefactor,1
scan data,1
scan id,1
scan inventory,1
scan on,1
scan_time,1
scaner size,1
scanline_clone,1
scanmessage,1
scanning,1
scanningyes?,1
scaor,1
scare count,1
scare left,1
scare points,1
scare right,1
scared alien parsley hair,1
scarlet hurt,1
scarlet's hp,1
scarstar's delegates,1
scarstar4prez's votes,1
scarstarfvr\/scarstar4prez's votes,1
scary,1
scary+,1
scary-,1
scatter,1
scattery,1
scavenger hunt items,1
scb,1
sccore,1
sccore ennemie,1
sce,1
sce amount,1
sce collector team amount,1
sce collector team cost,1
sce p\/c,1
sce p\/s,1
sceene part,1
scene #,1
scene 3 timer,1
scene 5 timer,1
scene on,1
scene part,1
scene time,1
scenechange,1
scenenum,1
scenes,1
scents,1
scents apart2,1
scents apart3,1
sceplusamount,1
scf,1
schietgraden,1
schietgraden2,1
schild,1
scholar,1
scholarships11,1
scholarships13,1
schoolfishcounter,1
schore,1
schp,1
schp:,1
schritt,1
schritte,1
schrittweite,1
schusskraft,1
schwein,1
sci-fi books,1
sci1,1
sci2,1
science answers,1
science condenser,1
science lab,1
science place thingys,1
science questions,1
sciencoins,1
sciss,1
scissors score,1
scissors',1
scissors-clip,1
scissors2,1
scivola in ... secondi,1
sckore,1
scm,1
scoar,1
scoer player2,1
scolarship1,1
scolarship2,1
scolarship3,1
scolarship4,1
scolarship5,1
scolarship6,1
scolarshipindex,1
scolarships10,1
scolarships12,1
scolarships14,1
scolarships15,1
scolarships7,1
scolarships8,1
scolarships9,1
scolarshipscores,1
scolarshipscoreshighest,1
scolarshipscoresindex,1
scollx,1
scolor,1
scooby hp,1
scooor,1
scoop_component_part,1
scoop_layer,1
scoop_machine_part,1
scoops,1
scootaloo,1
scope type,1
scopex,1
scopey,1
scor!,1
scorce,1
score  :,1
score  of coins,1
score (computer),1
score (eggs *eaten*),1
score (s),1
score (timer),1
score +1,1
score 1:,1
score 1st,1
score 2:,1
score 50,1
score :),1
score <3!,1
score away,1
score b,1
score blauw,1
score bleu,1
score board.,1
score boiii,1
score bord,1
score build,1
score card,1
score cheese puffys,1
score computor,1
score counter: show score?,1
score derecha,1
score doge,1
score dovy,1
score draak,1
score end.,1
score f,1
score final,1
score flappy bird,1
score for 1-1,1
score for 1-2,1
score for 2-1,1
score for 2-2,1
score for cat,1
score for kittycat,1
score for mouse,1
score for tank 1,1
score for tank 2,1
score for the level,1
score g,1
score ghost,1
score green1,1
score green2,1
score home,1
score i,1
score icecream,1
score increase,1
score is,1
score it,1
score izquierda,1
score joueur 1,1
score joueur 2,1
score joueur droite,1
score joueur gauche,1
score kat,1
score kuyt:,1
score length,1
score level,1
score m80,1
score messi:,1
score names,1
score niveau 2,1
score number:,1
score of crab,1
score of doge,1
score of duck,1
score omg tfl,1
score on dgui,1
score pac man,1
score partida,1
score per second,1
score pico,1
score pink,1
score player 3,1
score player 4,1
score player1,1
score player2,1
score player3,1
score position,1
score purple,1
score r,1
score r.,1
score range max,1
score range min,1
score ronaldo:,1
score rood,1
score rouge,1
score showing,1
score speler 1:,1
score speler 2:,1
score swag,1
score tera,1
score this game:,1
score to,1
score to reach,1
score to win,1
score total,1
score traffic,1
score troly,1
score type,1
score visible,1
score x,1
score!!!!,1
score!!!!!!!!!,1
score#,1
score$$$$,1
score(hide),1
score+,1
"score,",1
score-blue,1
score-red,1
score.clones,1
score0-9,1
score10-90,1
score6,1
score: blue,1
score: evil witch,1
score: left,1
score: orange,1
score: right,1
score: sparkle unicorn,1
score:),1
score:h,1
score;),1
score=10,1
score??????,1
score\/hp,1
score\/time,1
score],1
score_999,1
score_aux,1
score_best,1
score_buffer,1
score_cat,1
score_com,1
score_current,1
score_duck,1
score_grababove,1
score_grabbelow,1
score_hist,1
score_per_level,1
score_rank,1
score_xs,1
score_ys,1
score`-,1
scorebear,1
scorebleu,1
scoreboard(left),1
scoreboard(right),1
scoreboard2,1
scoreboardgravity,1
scorebord,1
scorebrd,1
scorecount,1
scoredawg,1
scoregobo,1
scoreguess,1
scoreheader,1
scorej1,1
scorej2,1
scorejodro,1
scorejogau,1
scorekeeper,1
scorelalalalala,1
scorelastround,1
scoreleft,1
scorelijst,1
scoreo,1
scoreone,1
scoreoverall,1
scoreplayer1,1
scoreplayer2,1
scorerer,1
scoreright,1
scorerouge,1
scoresindex,1
scorestoprint,1
scoretop1,1
scoretop2,1
scoretop3,1
scoretop4,1
scoretop5,1
scoretowin,1
scoretwo,1
scoreupgrade,1
scorevar#,1
scorex,1
score~,1
scoring system,1
scorpion's health,1
scorse,1
scorw,1
scory,1
scot,1
scot goals!,1
scotland,1
scott boss health,1
scott health,1
scott's health,1
scott's tale,1
scotty,1
scout lives,1
scpre,1
scr,1
scr z,1
scrach cats health,1
scramble?,1
scrambled word list,1
scrap collected,1
scrap metal,1
scrapfound,1
scratch cash,1
scratch cat 1,1
scratch cat 2,1
scratch cat exe hp,1
scratch cat health,1
scratch cat score,1
scratch cat's health,1
scratch drama level,1
scratch factory,1
scratch fc,1
scratch lives,1
scratch location,1
scratch pet peeves,1
scratch populity popular,1
scratch score,1
scratch web,1
scratch's choice,1
scratch's health,1
scratch's life,1
scratch's trust,1
scratchattackpoint,1
scratchchat.header,1
scratchcooldown,1
scratchcredits,1
scratcher p,1
scratcher rank,1
scratcher ranks,1
scratchers running,1
scratches absorbed into black hole,1
scratches per seccond,1
scratchflex bought?,1
scratching cards,1
scratchplayer999's cards,1
scratchplayer999's money,1
scratchtale_ruins_1,1
scratchtale_ruins_2,1
scratchtale_ruins_3,1
scratchtale_ruins_4,1
scratchtale_testroom_2,1
scratchtale_waterruins_terrace,1
scratchu8,1
scratchy score,1
scratchygoto,1
scratchylocation,1
scratchymon,1
scrath,1
scrch,1
scream is,1
scream sound,1
screames per second,1
screams,1
screams per tap,1
screem,1
screen color,1
screen fade,1
screen flip,1
screen opacity,1
screen refresh?,1
screen scrollin comcerpys,1
screen warp,1
screen_height_global,1
screen_number,1
screen_size,1
screen_width_global,1
screenchangespeed(background),1
screenedge,1
screenpadding,1
screensaver,1
screensaver on,1
screensaverdownload,1
screensavertimer,1
screenstate,1
screenstauts,1
screw numb,1
screw numb 2,1
screwdrivercost,1
screwdriverz,1
screws?,1
script bottom positions,1
script category,1
script left positions,1
script top positions,1
script2,1
script3,1
scrlx,1
scrol,1
scrole x,1
scroll (x),1
scroll (y),1
scroll 2,1
scroll bird,1
scroll order,1
scroll terget,1
scroll thing,1
scroll velocity,1
scroll vx,1
scroll x b,1
scroll x velocity,1
scroll xvelocity,1
scroll y b,1
scroll y for the credits,1
scroll y metal,1
scroll.x,1
scroll3,1
scroll?,1
scroll_size_x_global,1
scrollcx,1
scroller scrollval,1
scrollerx,1
scrollerxy,1
scrollery,1
scrollfex,1
scrolling 2,1
scrolling control,1
scrollix,1
scrollleft\/right,1
scrolllllllx,1
scrolloy,1
scrolls,1
scrollvalue,1
scrollvel,1
scrollx #2,1
scrollx 2,1
scrollx-2-lokaal,1
scrollxd,1
scrool,1
scrool speech,1
scroolamount,1
scrooling,1
scroore,1
scrore 0,1
scrore 2,1
scrub,1
scrub jay?,1
scrx,1
scry,1
sct,1
scuba divers,1
scur!,1
scx,1
scy,1
scythe hp,1
sd,1
sd hp,1
sd position,1
sd time,1
sddjob,1
sdfsfds,1
sdirt,1
sdos,1
se atrapo,1
sea lion,1
sea sickness,1
sea turtle,1
seafood,1
seal x,1
seal y,1
search category,1
search end,1
search list,1
search results,1
search1,1
search2,1
search3,1
search4,1
search5,1
searchdat,1
searching for:,1
seashell,1
seasia,1
seasonnumber,1
seasons,1
seat,1
seated?,1
seaweed hp,1
seaweed stopper,1
sebes??g,1
sebess??ge,1
sebranych_balicku_santou,1
sebranych_malym,1
sebug charms,1
sec 2,1
sec.,1
secal,1
seceret level,1
seckret fight,1
seclection,1
second answer,1
second code:,1
second digit,1
second ending,1
second eye health,1
second half,1
second item confirmed,1
second kit name,1
second name,1
second person,1
second pic. da layout 1,1
second pic. da layout 2,1
second picture directadress code:,1
second sound,1
second time,1
second time asked,1
second time's the charm,1
second vision,1
second_encounter,1
second_tab,1
secondchoice,1
seconde:30 en nu,1
seconditem,1
secondmenu,1
secondo denominatore,1
secondo numeratore,1
secondo valore,1
secondos,1
secondqwrong,1
seconds  :),1
seconds been here,1
seconds between broadcasts,1
seconds count,1
seconds elapsed,1
seconds lived,1
seconds needed to win,1
seconds not pressed,1
seconds not shown,1
seconds of survival,1
seconds of you're life gone:,1
seconds of your life wasted,1
seconds passed,1
seconds per letter,1
seconds per move,1
seconds remaining:,1
seconds since game started,1
seconds that have past,1
seconds till out of time,1
seconds to get rid of it,1
seconds until death,1
seconds until next 100 balls,1
seconds waiting:,1
seconds_placeholder,1
secondspassed\/10,1
secondss,1
secons,1
secound generater health,1
secounds,1
secret answer,1
secret button,1
secret codes,1
secret maker,1
secret marker 1,1
secret night,1
secretanswer2,1
secretlevel,1
secretplaneunlocked?,1
secrets discovered,1
secrets found,1
secretscreensaver,1
secretscreensaverinstalled,1
secs.,1
secstowait,1
sector x,1
sector y,1
secuencia maquina,1
secure points boys,1
secure points girls,1
security code,1
security health,1
sedici,1
sedzia,1
sedzia 2,1
seed need,1
seed needs,1
seedlist,1
seedsatstart,1
seedy,1
seeing red ball?,1
seen,1
seen?,1
seep,1
segment length,1
segment_dir,1
segment_x,1
segment_y,1
segments,1
segno,1
segons,1
segundo numero,1
seilbot produktion,1
seize?,1
sek,1
sekkkkkkkkkkkkk,1
sekret fight,1
sekshen,1
sekund,1
sekund=10,1
sekunde,1
sekunder,1
sekundes,1
sekundy,1
sel inv  item,1
selctions,1
select a night,1
"select all ctrl+a, copy ctrl+c, paste ctrl+v",1
select your speed,1
select1,1
select2,1
select: scratch,1
selected button,1
selected color,1
selected element,1
selected minigame,1
selected person,1
selected player data,1
selected plot,1
selected resource,1
selected spell:,1
selected1,1
selected2,1
selected?,1
selected_clone,1
selected_id,1
selectedball,1
selectedball2,1
selectedbodypart,1
selectedcapital,1
selectedcharacter,1
selectedid,1
selectedlevel,1
selectedoption,1
selectedplayer,1
selectedspell,1
selectedsprite,1
selectedspriteindex,1
selectindex,1
selecting class,1
selectitem,1
selectplayernumber,1
self scroll x,1
self scroll y,1
self scrollx,1
self scrolly,1
sell?,1
selling,1
selling price,1
sellmoney,1
sellprices,1
semaforo 1,1
semi-pro,1
semiarid,1
semiarid probability,1
